"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","763","修改summary check","合并summary check","closed","","Airpaul","2015-03-13T01:30:55Z","2015-03-13T01:33:59Z"
"","883","DefaultLogger & XMLLogger shall be closed in place where is opened","In `Main` class `XMLLogger` and `DefaultLogger` are created with constructor that takes boolean value to decide whether the output stream shall be closed or not.  It's better to control if the stream shall be closed or not from method where the stream was created. In that case we avoid passing boolean value into loggers.  Also consider to create `AbstractLogger` that may keep `PrintWritter` attribute and method for closing this stream. Currently code for closing stream is duplicated and I'm not sure if stream is closed when exception is thrown so `auditFinished()` may not be invoked. ##","open","approved,","damianszczepanik","2015-03-29T07:27:26Z","2021-12-22T04:51:41Z"
"","847","Add option for CustomImportOrder to choose case sensitivity","In `com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck.compareImports(String, String)`, only case-insensitive comparison is done when comparing the two adjacent `import` statements, however in both IntelliJ IDEA and Eclipse, `import` statements are sorted in ASCII order and so far cannot be changed to be case-insensitive, so CheckStyle will report some `import` statements are in invalid lexicographical orders.  For example, in IDEA, a group of sorted `import` statements is:  ``` import com.company.package1.Whatever1 import com.company.package1.subpack1.Interface1 ```  since `W` is less than `s`. However, CheckStyle will report that `import com.company.package1.subpack1.Interface1` is in a wrong lexicographical order because `W` is greater than `s` when compared case-insensitively, in other words this is the expected order:  ``` import com.company.package1.subpack1.Interface1 import com.company.package1.Whatever1 ```  There should be at least an option available to allow overriding this behavior. Moreover, I think case-sensitive comparison here is more suitable, because usually class names are in capital therefore case-sensitive sorting and comparison will make sure `import` statements for classes within the same package are often naturally adjacent to each other; case-insensitive sorting would only mix classes with `import` statements for sub-package contents.","closed","high demand,","IUSR","2015-03-24T10:03:08Z","2015-03-27T02:28:45Z"
"","128","ImportControlCheck: Load import-control.xml from classpath","ImportControlCheck should be able to read the import-control.xml from the classpath, not  only from a file or a URL.  Example (inspired by Spring's URL classpath scheme):  <module name=""ImportControl"">     <property name=""url"" value=""classpath:/import-control.xml""/> </module>  I run Checkstyle 5.7 programmatically via JUnit test.","closed","","rwoo","2014-04-01T05:48:05Z","2014-04-19T15:03:59Z"
"","223","Import VariableDeclarationUsageDistanceCheck","Import https://github.com/maxvetrenko/sevntu.checkstyle/blob/master/sevntu-checks/src/main/java/com/github/sevntu/checkstyle/checks/design/VariableDeclarationUsageDistanceCheck.java from sevntu-checkstyel project.","closed","","maxvetrenko","2014-08-05T21:17:04Z","2014-08-07T05:51:28Z"
"","994","Repair ignored test for  RegexpMultiline check","Ignored test: https://github.com/checkstyle/checkstyle/blob/master/src/test/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpMultilineCheckTest.java#L101  My proposition is to introduce `TemporaryFolder` rule and write to temporary file short text with carriage returns. Any other solution would be too fragile, as Git manipulates with newlines and carriage returns.","closed","approved,","mkordas","2015-04-26T14:45:58Z","2015-04-26T20:43:53Z"
"","119","HTML comments break the Javadoc style HTML check","If the javadoc contains html tags and those tags include a comment () the detection of unclosed tags is broken.  Example:  ``` java /** *  *text * *text *  **/ public void method() {} ```  This will report an unclosed <pre> tag - which is not correct. The issue is caused by a ""off by one"" problem in the TagParser class.  Please see the attached patch file (rename .png to .patch) for a new test, test data and a fixed TagParser.  Greets! ![htmlcommentfix2](https://f.cloud.github.com/assets/1335013/2407439/4dbcc988-aa8c-11e3-9cf7-ffcd4bd78c69.png)","closed","javadoc,","theqaguy","2014-03-13T08:51:06Z","2014-03-30T05:15:51Z"
"","684","SeparatorWrap defaults are wrong","If I understood correctly the [Google Java style guide about line break](https://google-styleguide.googlecode.com/svn/trunk/javaguide.html#s4.5.1-line-wrapping-where-to-break), defaults are wrong. Indeed any break should be before the dot `.` and after the coma `,` but both are currently after (i.e. `eol`).","closed","","ddidier","2015-02-25T14:33:02Z","2015-02-26T00:07:42Z"
"","239","Update for VariableDeclarationUsageDistanceCheck","If developer try to store value for far future reference to it that value have to be ""final"" to never be reinitialized. So in all that cases adding ""final"" to variable declaration is more valid and make code more stable.  But that is not obvious from violation message. So I propose to create new message (more long message) and print it is case ""mIgnoreFinal=true""   Example of new message: Distance between variable 'initHeight' declaration and its first usage is 4, but allowed 3. Consider to make that variable as final if you still need to store its value in advance (before method calls that might do side effect on original value).  if user have ""mIgnoreFinal = false"", he told us that has to be as strict as possible, so we will print old short message: Distance between variable 'initHeight' declaration and its first usage is 4, but allowed 3.","closed","","maxvetrenko","2014-08-11T11:38:17Z","2014-08-13T16:15:53Z"
"","968","i18n for Exception messages","Ideally all Exception messages should be possible to translate to other languages ##","open","easy,","romani","2015-04-23T17:25:37Z","2021-07-14T07:02:46Z"
"","886","Resize and move RSS icon used on main page","Icon currently used for RSS is a little bit to wide, it doesn't look good:  ![image](https://cloud.githubusercontent.com/assets/5467276/6661481/2962f6e6-cbad-11e4-94a4-947eb208978b.png)  This looks better: ![image](https://cloud.githubusercontent.com/assets/5467276/6661522/a4af4d9a-cbad-11e4-92e6-1b26aa6b69e6.png)  Icon could also be moved just after Sourceforge for better visual look.  Source: http://pixabay.com/p-40674  Followup to #617.","closed","","mkordas","2015-03-29T14:42:33Z","2015-04-14T15:34:21Z"
"","107","Updated Readme file","I've updated the README file so it looks a bit nicer on GitHub. When you like it, you may accept this pull request.  Thank you for your work!","closed","","TwoStone","2014-02-12T15:14:57Z","2014-07-06T07:44:33Z"
"","383","#358 (or #92) fixed. Attention, some checks might be linked with deleted node.","I've fixed our check, but AST changed a bit and custom checks may have errors.","closed","","sabaka","2014-11-23T22:36:03Z","2015-09-03T23:36:58Z"
"","851","Comments location in AST","I've faced some weirdness during comments analyzing in AST, e.g.:  ``` switch(...) {       case x:           doSmth();           // this comment has Y's CASE_GROUP as its parent       case y:           doSmth(); } ```  It provides problems during analyzing surrounding statements ##","open","antlr,","alexkravin","2015-03-26T13:51:05Z","2016-12-14T18:16:43Z"
"","650","Fixes #612. Added support of Windows line separator. Fixed UTs","I've compared generated reports against java9 sources before and after fix. There is no difference.","closed","","baratali","2015-02-17T22:24:19Z","2015-02-17T22:40:57Z"
"","285","GenericWhitespaceCheck issue with Generic with array","I'm working on a project and we are getting a GenericWhitespaceCheck issue with the following method, which is valid but can't figure out how to ignore this issue but still have GenericWhiteSpaceCheck thrown for other issues.  public Result method();  We tried to update the code formatter to add the required space to stop the warning but was not able to. We have about 50 checkstyle warnings due to this issue.  Jenkins output details; '>' is followed by whitespace.  Checks that the whitespace around the Generic tokens < and > is correct to the typical convention. The convention is not configurable.  For example the following is legal: List x = new ArrayList(); List y = new ArrayList();  But the following example is not: List < Integer > x = new ArrayList < Integer > (); List < List < Integer > > y = new ArrayList < List < Integer > > ();","closed","","nhojpatrick","2014-09-19T14:16:30Z","2014-12-31T02:44:13Z"
"","154","NPE on mvn compile","I'm getting a NullPointerError when running:  ``` mvn clean compile -Pall ```  And all is a profile running the checkstyle plugin. This however works if I run install instead of compile, like this:  ``` mvn clean install -Pall ```  Compile however works good when running it on a submodule but not on the root module.  I don't know how to proceed and maven told me to contact the plugin maintainers through this link: https://cwiki.apache.org/confluence/display/MAVEN/PluginExecutionException  ``` $ mvn -v Apache Maven 3.2.1 (ea8b2b07643dbb1b84b6d16e1f08391b666bc1e9; 2014-02-14T18:37:52+01:00) Maven home: /usr/local/Cellar/maven/3.2.1/libexec Java version: 1.7.0_51, vendor: Oracle Corporation Java home: /Library/Java/JavaVirtualMachines/jdk1.7.0_51.jdk/Contents/Home/jre Default locale: en_US, platform encoding: UTF-8 OS name: ""mac os x"", version: ""10.9.2"", arch: ""x86_64"", family: ""mac""  checkstyle plugin version: 2.12.1 ```  Stacktrace:  ``` [ERROR] Failed to execute goal org.apache.maven.plugins:maven-checkstyle-plugin:2.12.1:checkstyle (validate) on project izettle-ejb: Execution validate of goal org.apache.maven.plugins:maven-checkstyle-plugin:2.12.1:checkstyle failed. NullPointerException -> [Help 1] org.apache.maven.lifecycle.LifecycleExecutionException: Failed to execute goal org.apache.maven.plugins:maven-checkstyle-plugin:2.12.1:checkstyle (validate) on project izettle-ejb: Execution validate of goal org.apache.maven.plugins:maven-checkstyle-plugin:2.12.1:checkstyle failed.     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:224)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:153)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:145)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:108)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:76)     at org.apache.maven.lifecycle.internal.builder.singlethreaded.SingleThreadedBuilder.build(SingleThreadedBuilder.java:51)     at org.apache.maven.lifecycle.internal.LifecycleStarter.execute(LifecycleStarter.java:116)     at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:361)     at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:155)     at org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)     at org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)     at org.apache.maven.cli.MavenCli.main(MavenCli.java:157)     at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)     at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)     at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)     at java.lang.reflect.Method.invoke(Method.java:606)     at org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)     at org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)     at org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)     at org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356) Caused by: org.apache.maven.plugin.PluginExecutionException: Execution validate of goal org.apache.maven.plugins:maven-checkstyle-plugin:2.12.1:checkstyle failed.     at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:144)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:208)     ... 19 more Caused by: java.lang.NullPointerException     at org.codehaus.plexus.resource.loader.JarHolder.getEntries(JarHolder.java:126)     at org.codehaus.plexus.resource.loader.JarResourceLoader.loadJar(JarResourceLoader.java:100)     at org.codehaus.plexus.resource.loader.JarResourceLoader.initialize(JarResourceLoader.java:63)     at org.codehaus.plexus.resource.loader.JarResourceLoader.getResource(JarResourceLoader.java:141)     at org.apache.maven.plugin.checkstyle.resource.LicenseResourceManager.getResource(LicenseResourceManager.java:70)     at org.codehaus.plexus.resource.DefaultResourceManager.getResourceAsFile(DefaultResourceManager.java:91)     at org.apache.maven.plugin.checkstyle.DefaultCheckstyleExecutor.getOverridingProperties(DefaultCheckstyleExecutor.java:460)     at org.apache.maven.plugin.checkstyle.DefaultCheckstyleExecutor.getConfiguration(DefaultCheckstyleExecutor.java:299)     at org.apache.maven.plugin.checkstyle.DefaultCheckstyleExecutor.executeCheckstyle(DefaultCheckstyleExecutor.java:185)     at org.apache.maven.plugin.checkstyle.AbstractCheckstyleReport.executeReport(AbstractCheckstyleReport.java:488)     at org.apache.maven.plugin.checkstyle.CheckstyleReport.executeReport(CheckstyleReport.java:156)     at org.apache.maven.reporting.AbstractMavenReport.generate(AbstractMavenReport.java:196)     at org.apache.maven.reporting.AbstractMavenReport.execute(AbstractMavenReport.java:104)     at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:133)     ... 20 more ```  Please let me know if there is anymore information that I need to provide or if this is something I need to","closed","discussion ongoing,","softarn","2014-06-03T13:12:47Z","2014-06-03T17:37:49Z"
