"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","689","SOLR-13489: Stop the leader from trying to rejoin the election on ses…","…sion expiration and harden our zk reconnect code path.","closed","","markrmiller","2019-05-28T16:24:32Z","2019-06-03T16:12:58Z"
"","1361","LUCENE-8118: Throw exception if DWPT grows beyond it's maximum ram limit","Today if you add documents that cause a single DWPT to grow beyond its maximum ram buffer size we just keep on indexing. If a user  misuses our IndexWriter#addDocuments API and provides a very very large iterable we will run into `ArrayIndexOutOfBoundsException` down the road and abort the IndexWriter. This change is not bulletproof but best effort to ensure that we fail with a better exception message and don't abort the IndexWriter.","open","","s1monw","2020-03-18T12:39:58Z","2020-03-31T11:01:22Z"
"","732","Expose IndexSearchers executor in order to enable searcher cloning","Today if an executor was added to the IndexSearcher it's impossible to clone the searcher with it's cache, similarity and caching policy since the executor is not exposed. This adds a simple getter to make cloning easier.","closed","","s1monw","2019-06-20T14:36:31Z","2019-06-21T08:28:48Z"
"","1394","LUCENE-9300: Fix field infos update on doc values update","Today a doc values update creates a new field infos file that contains the original field infos updated for the new generation as well as the new fields created by the doc values update.  However existing fields are cloned through the global fields (shared in the index writer) instead of the local ones (present in the segment). In practice this is not an issue since field numbers are shared between segments created by the same index writer. But this assumption doesn't hold for segments created by different writers and added through IndexWriter#addIndexes(Directory). In this case, the field number of the same field can differ between segments so any doc values update can corrupt the index by assigning the wrong field number to an existing field in the next generation.  When this happens, queries and merges can access wrong fields without throwing any error, leading to a silent corruption in the index.  This change ensures that we preserve local field numbers when creating a new field infos generation.","closed","","jimczi","2020-04-01T11:05:01Z","2020-04-03T11:58:10Z"
"","755","SOLR-13592: Introduce EmbeddedSolrTestBase for better integration tests","To allow better integration of EmbeddedSolrServer, hidden implementation should be moved out of SolrJettyTestBase","closed","","thomaswoeckinger","2019-07-01T12:09:53Z","2019-09-03T20:23:55Z"
"","1289","LUCENE-9250: Add support for Circle2d#intersectsLine around the dateline.","This was actually an oversight in LUCENE-8707. The original PR did support crossing over the dateline added in b59b24d but it was lost during a refactor of the classes. This PR adds the capability again. It adds more documentation to the class as well.","closed","","iverase","2020-02-26T08:24:26Z","2020-02-28T09:46:36Z"
"","1236","Add back assertions removed by LUCENE-9187.","This time they would only apply to TestFastLZ4/TestHighLZ4 and avoid slowing down all tests.","closed","","jpountz","2020-02-04T08:40:43Z","2020-02-14T09:37:10Z"
"","1244","SOLR-14247 Remove unneeded sleeps","This test is slow because it sleeps a lot. Removing the sleeps, it still passes consistently on my machine, but I would like other folks to confirm this on their different hardware as well.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] ~I have added tests for my changes.~ - [ ] ~I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).~","closed","","madrob","2020-02-07T17:36:51Z","2020-02-11T03:14:02Z"
"","1412","Add MinimalSolrTest for scale testing","This test class does a few very basic things, but it does them at several scales. Improvements to this test will impact nearly everything else in the test suite. Everything that happens here already has test coverage via other tests, but this class is still useful for several scenarios:    * Isolating the startup and teardown costs for a cluster  * Capturing the startup time in a unit test rather than `@Before` methods  * Profiling basic setup operations like cluster start or collection creation  * Easily adjusting the scale of the tests - we rarely touch 100+ nodes in our test suite otherwise  In an effort to minimize overhead and other operations, we disable most logging. When troubleshooting specific areas you will likely find it useful to tweak these settings.  The commented run times for each method are rough measures from a single desktop computer. They will vary between environments, but the intent is to have some baseline for spotting regressions.","open","","madrob","2020-04-06T17:47:49Z","2020-04-30T02:32:40Z"
"","1345","LUCENE-9275: make TestLatLonMultiPolygonShapeQueries more resilient for CONTAINS queries","This test can fail when a circle goes over the pole as distance point to line can have quite a bit of error.","closed","","iverase","2020-03-12T12:32:08Z","2020-03-23T06:28:38Z"
"","1476","LUCENE-9278: Fix javadocs task to work on windows and with whitespace in project folder","This should fix the missing escaping of options in the javadocs options task.","closed","","uschindler","2020-05-01T15:41:45Z","2020-05-01T15:49:53Z"
"","1533","SOLR-14474","This should finish everything in Solr, I'll commit Tuesday barring objections.","closed","","ErickErickson","2020-05-23T18:42:55Z","2020-05-24T13:58:06Z"
"","1251","LUCENE-9134: Port ant-regenerate tasks to Gradle build (util and packed)","This should be the final patch. It turned out to be a 5 minute task to put the hard-coded path in the Ant build so I did that too.  I'll commit in a few and close this JIRA.","closed","","ErickErickson","2020-02-11T15:18:07Z","2020-02-11T23:56:20Z"
"","870","SOLR-13753: ant precommit GitHub action for all PRs","This runs with Java11","closed","","anshumg","2019-09-10T19:32:08Z","2020-01-06T22:08:38Z"
"","1495","Revert ""Bugfix for FuzzyQuery false negative (#1493)""","This reverts commit 28e47549c8ba1a7c17ffe7d9e791e88983ef46c2. The use of RegExpQuery as a fallback has to consider that the search string may contain characters which are illegal regex syntax and need escaping.  Will rethink the approach.","closed","bug,","markharwood","2020-05-07T15:11:26Z","2020-05-07T15:28:20Z"
"","1179","LUCENE-9147: Move the stored fields index off-heap.","This replaces the index of stored fields and term vectors with two `DirectMonotonic` arrays. `DirectMonotonicWriter` requires to know the number of values to write up-front, so incoming doc IDs and file pointers are buffered on disk using temporary files that never get fsynced, but have index headers and footers to make sure any corruption in these files wouldn't propagate to the index.  `DirectMonotonicReader` gets a specialized `binarySearch` implementation that leverages the metadata in order to avoid going to the IndexInput as often as possible. Actually in the common case, it would only go to a single sub `DirectReader` which, combined with the size of blocks of 1k values, helps bound the number of page faults to 2.","closed","","jpountz","2020-01-17T09:28:25Z","2020-02-05T17:35:13Z"
"","728","LUCENE-8867: Store point with cardinality for low cardinality leaves","This pull request adds a new strategy for storing leaves with low cardinality and a new method to the IntersectsVisitor that can accept an array of docs. This can speed up searches when there are many equal points.","closed","","iverase","2019-06-18T08:20:30Z","2019-06-27T08:46:52Z"
"","1516","Lucene 9370: Remove leniency on illegal backslashes in RegExp query","This prevents illegal backslash syntax from user searches being accepted now and throws an error instead. This echoes the [Java Pattern policy](https://docs.oracle.com/javase/8/docs/api/java/util/regex/Pattern.html#bs) which is designed to allow future expansion to the regex syntax without conflict. It also corrects any misconceptions users might have about predefined character classes we do not support.  This PR also fixes a bug introduced in Lucene-9336 where searches for `\\` would crash.","closed","enhancement,","markharwood","2020-05-14T14:26:44Z","2020-05-15T10:45:19Z"
