"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","110","Update SearchFiles.java","Replaced the Lucene version number in the usage string by 6_2_1 (it was 4_1_0).  It might be easier if a path like ""http://lucene.apache.org/core/latest/demo/"" was supported, that would always point to the latest version of the demo without the need for a version number. Or else perhaps a version number in a Java file on a central location, that could be used by the demo classes?","open","","FreekDB","2016-11-06T22:02:49Z","2017-02-19T00:02:00Z"
"","335","SOLR-11617 rename alias metadata as alias properties","Renamed the usage in the API and made the code match where I could to avoid confusion in the future.","closed","","nsoft","2018-03-10T20:42:24Z","2019-01-19T00:32:46Z"
"","611","SOLR-9079: Remove commons-lang as a dependency","Removes commons-lang as a dependency. Migrates to commons-lang3 where appropriate. Removes deprecated usages where appropriate as well.","closed","","risdenk","2019-03-19T15:22:09Z","2019-03-21T00:05:03Z"
"","84","Solr 9506 Parallalize/Cache per segment fingerprint","Removed old serial fingerprint computation","closed","","praste","2016-09-28T17:01:38Z","2019-01-18T22:21:27Z"
"","48","moved common string to constant file","removed magic code. moved repeated string in final variable","open","","vcharmcaster","2016-07-05T19:15:39Z","2017-02-19T00:01:54Z"
"","609","SOLR-13330: Improve HDFS tests","Related JIRAs: * SOLR-11010 * SOLR-11381 * SOLR-12040 * SOLR-13297  Changes: * Consolidate hdfs configuration into HdfsTestUtil * Ensure socketTimeout long enough for HDFS tests * Ensure HdfsTestUtil.getClientConfiguration used in tests * Replace deprecated HDFS calls * Use try-with-resources to ensure closing of HDFS resources","closed","","risdenk","2019-03-18T19:30:32Z","2019-03-19T09:29:52Z"
"","614","[SOLR-12532] - Slop specified in query string is not preserved","Refreshing the PR for master","open","","mrkarthik","2019-03-20T17:58:04Z","2019-03-20T17:58:04Z"
"","627","LUCENE-8746: Make EdgeTree (aka ComponentTree) support different type of components","Refactoring of `EdgeTree` class to support geometry collections","closed","","iverase","2019-03-29T17:08:00Z","2019-09-13T14:58:32Z"
"","36","Solr snapshots","Refactor the Solr collection backup implementation (refactoring ""restore"" implementation in progress).  Following changes introduced - Added Solr/Lucene version to check the compatibility between the backup version and the version of Solr on which it is being restored. - Similarly added a backup implementation version to check the compatibility between the ""restore"" implementation and backup format. - Introduced a Strategy interface to define how the Solr index data is backed up (e.g. using file copy approach). - Introduced a Repository interface to define the file-system used to store the backup data. (currently works only with local file system but can be extended).","closed","","hgadre","2016-04-29T22:39:10Z","2016-07-28T09:22:32Z"
"","425","WIP SOLR-12555: refactor tests to use expectThrows","Refactor tests to use expectThrows instead of the old try catch method.","closed","","barrotsteindev","2018-07-23T03:41:33Z","2018-08-09T20:01:05Z"
"","640","LUCENE-8671: Introduce Reader attributes","Reader attributes allows a per IndexReader configuration of codec internals. For instance this allows a per reader configuration if FSTs are loaded into memory or are left on disk.","closed","","s1monw","2019-04-10T14:03:17Z","2019-06-27T03:45:37Z"
"","125","SOLR-9868 RangeFacet : Use DocValues for accs and docSet collection instead of RangeQuery","RangeFacet initiates a range query for each range bucket to get the docSet. DocSet later used for accs collection. For singleValued numeric fields, we can use docValues to find the matching slots for each doc to collect accumulators while iterating over base docSet. If there is a subFacet, docSet per range bucket can be collected from base docSet as well. Gains :      One iteration over base docSet vs querying over baseDocSet for each range bucket     Memory saving If there is no subFacet, since per bucket docSet is not needed","closed","","rustamhsmv","2016-12-15T09:55:55Z","2020-11-17T23:45:45Z"
"","556","LUCENE-8673: Use radix partitioning when merging dimensional points","Radix selection implementation when merging BKD segments","closed","","iverase","2019-01-31T12:34:21Z","2019-02-07T07:22:41Z"
"","260","SOLR-10888: Python script to access V2 APIs","Python script that uses _introspect to dynamically create a CLI to perform actions which target the v2 API.  This is still in discussion in [SOLR-10888](https://issues.apache.org/jira/browse/SOLR-10888) but thought having the PR will probably help the review/discussion better than just the attachment.  Idea by @cpoerschke 😄","closed","","mariocj89","2017-10-07T12:00:52Z","2018-05-20T12:18:04Z"
"","243","SOLR-11319: Update guide on using Python with json","Python has support for json since version 2.6 (2008). All supported versions at the moment has json on it, this commit updates the guide by removing the instructions on how to add the external library ""simplejson"" as the standard one is nowadays   preferred from the community.  https://issues.apache.org/jira/browse/SOLR-11319","closed","","mariocj89","2017-09-04T15:59:28Z","2017-10-19T21:13:11Z"
"","105","LUCENE-7526 Improvements to UnifiedHighlighter OffsetStrategies","Pull request for LUCENE-7526","closed","","Timothy055","2016-10-28T19:03:15Z","2017-04-09T18:07:45Z"
"","423","xxSolr 12357","Premptive Creation of collections in Time Routed Aliases","closed","","nsoft","2018-07-19T03:52:46Z","2019-01-19T01:26:24Z"
"","432","LUCENE-8438: RAMDirectory speed improvements and cleanup","PR for the issue.","closed","","dweiss","2018-08-06T10:38:21Z","2019-06-14T20:44:36Z"
"","514","LUCENE-8591: add LegacyBM25Similarity#getDiscountOverlaps","PR for https://issues.apache.org/jira/browse/LUCENE-8591","closed","","javanna","2018-12-05T15:24:47Z","2018-12-07T11:35:17Z"
"","451","LUCENE-8496: Add selective indexing to BKD/POINTS codec","PR for [LUCENE-8496](https://issues.apache.org/jira/browse/LUCENE-8496) enabling fields to use the first `numIndexDimensions` from `numDataDimensions` while creating the BKD index.","closed","","nknize","2018-09-14T18:51:18Z","2018-10-18T17:05:41Z"
"","71","[SOLR-9441] Support configuring umask for HDFS backup repository.","Please refer to following document for details https://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-hdfs/HdfsPermissionsGuide.html","closed","","hgadre","2016-08-25T00:08:19Z","2016-10-25T16:19:19Z"
"","136","Branch 6 3","Please delete this request. I was trying to get source code of branch_6_3, unfortunately this request got created. I am unable to delete this.","closed","","nagakrishna","2017-01-09T19:24:55Z","2019-01-18T23:43:33Z"
"","186","SOLR-1384 minShouldMatch parameter is supported for boolean query","Please consider adding min-should-match support to boolean query. We need it and can't switch to eDisMax because of it's restriction. (eDisMax stops min-should-match processing if it finds boolean operators in subqueries.)","open","","timofal","2017-04-13T17:12:16Z","2017-04-13T17:12:16Z"
"","565","SOLR-7515","Patch to fix behaviour of checkboxes under highlight section in the admin interface query tab.","open","","mattflax","2019-02-06T14:58:18Z","2019-02-06T14:58:18Z"
"","511","LUCENE-8563: Remove k1+1 from the numerator of  BM25Similarity","Patch for https://issues.apache.org/jira/browse/LUCENE-8563.  This PR removes the k1+1 factor from the numerator of `BM25Similarity` and adds a new `LegacyBM25Similarity` under misc that exposes the old behaviour. Note that I haven't found a way to easily reproduce the previous behaviour in the explain method, so I left that part out of `LegacyBM25Similarity` for now.","closed","","javanna","2018-11-28T14:53:28Z","2018-11-30T10:47:21Z"
"","304","SOLR-11722","patch #3 including docs, test SSL fix and precommit fixes","closed","","nsoft","2018-01-11T20:20:40Z","2019-01-19T00:26:55Z"
"","382","WIP: SOLR-12361","pass tests but the TestChildDocTransformer. We have to think of a how we want to change the transformer, which should probably be discussed in another issue. Currently it does not add the _childDocuments_ field to fl, causing the childDocuments to be ommited from the response.","closed","","moshebla","2018-05-23T15:25:12Z","2018-05-28T05:48:52Z"
"","168","SOLR-10256: Make parentheses around spell-suggestions configurable","Parentheses around spell suggestions which have whitespace between them means all the tokens inside  the braces are at the same position (the way Edismax parser parses it). This needs to be made  configurable because braces around tokens is unwanted in cases where we use  WordBreakSolrSpellChecker","open","","abhidemon","2017-03-14T12:58:01Z","2017-09-17T18:25:19Z"
"","247","Branch 5 5","Ouup, sorry, I've made a mistake, do please ignore. _/\_","closed","","totoaumikelabo","2017-09-10T09:28:09Z","2019-01-19T00:05:55Z"
"","298","SOLR-11897 Add web app logging interface auto-refresh toggle.","Our team wanted to be able to pause the logs, to have a bit more time to go over stack traces.","closed","","tommymh","2018-01-04T21:17:59Z","2018-02-16T21:44:25Z"
"","441","SOLR-11690: Improve documentation about DIH password encryption","Only refguide doc change","closed","","janhoy","2018-08-29T09:52:55Z","2019-01-15T16:30:43Z"
"","55","SOLR-8715: Added special condition to match server","One-line fix. Just a missed condition to match server-side special case.","closed","","arafalov","2016-07-26T23:18:12Z","2016-08-12T14:16:38Z"
"","305","SOLR-11853: Make check for used tool ""service"" compatible with SuSE Linux","On current SuSE Linux releases like SLES or OpenSuSE the Solr installer stops with the error message ""Script requires the 'service' command"".  This happens because before installation the installer checks if the used command ""service"" exists by its option ""service --version"".  The command line option ""--version"" doesn't exist for ""service"" on current SuSE Linux stable releases.  Since the command ""service"" is there and has an option ""--help"", this option can be used as additional fallback.  So in the pull request i extended the check with ""service --help"" as second check / fallback before printing this error and exiting.","closed","","Mandalka","2018-01-14T02:27:19Z","2019-01-02T17:00:06Z"
"","176","SOLR-10263 : Override spellcheck's SuggestMode by WordBreakSolrSpellChecker","Now `suggestMode` can be specified for WordBreakSolrSpellChecker, if this value is not null, it will  override the `suggestMode` of SpellCheckComponent.  Fixes Performance and Relevancy","open","","abhidemon","2017-03-28T15:13:29Z","2017-03-29T04:33:53Z"
"","115","SOLR-9772 FieldSortValues should reuse comparator and only invalidate leafComparator","No need to recreate the comparator as leaf changes. There was a bug where lastIdx was not set and was recreating the comparator and re-initializing the leafComparator for each document.","closed","","johnthcall","2016-11-15T20:39:30Z","2016-11-17T16:11:50Z"
"","433","SOLR-12357 Premptive creation of collections in Time Routed Aliases","new PR to clean up the strange merge conflicts","closed","","nsoft","2018-08-08T02:36:24Z","2018-09-07T03:40:22Z"
"","360","SOLR-8207 Admin UI Nodes tab","New nodes tab","closed","","janhoy","2018-04-23T14:26:51Z","2018-08-15T11:40:01Z"
