"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","399","Update overview.html","合并原作者的更新","closed","","mezhou887","2013-11-03T15:26:21Z","2013-11-03T15:29:01Z"
"","452","Fix method signature mismatch in Quartz","Quartz 2.2 provides methods to register `JobListener` and `TriggerListener` that the previous 2.0.x generations do not define. However, a method taking an extra list of `KeyMatcher` instances exists since 2.0.0  This commit uses this method instead of the one that was introduced as from 2.2.0 to ensure compatibility with previous 2.0.x releases.  It is hard to test such a change in the current infrastructure so a separate project was used to validate that the scheduler is properly created when those listeners are present. This has been tested against `1.8.6`, `2.0.0`, `2.1.0` and `2.2.0`.  Issue: SPR-11362","closed","","snicoll","2014-01-28T09:22:59Z","2014-07-02T18:55:21Z"
"","389","SPR-10953-3.2.x fix LiteralExpression.getValue","Propagate `EvaluationContext` to the the conversion function in the `LiteralExpression.getValue(EvaluationContext, Object , Class)` method  JIRA: https://jira.springsource.org/browse/SPR-10953","closed","","artembilan","2013-10-17T18:13:55Z","2014-08-17T18:54:13Z"
"","388","SPR-10953 fix LiteralExpression.getValue with ctx","Propagate `EvaluationContext` to the the conversion function in the `LiteralExpression.getValue(EvaluationContext, Object , Class)` method  JIRA: https://jira.springsource.org/browse/SPR-10953","closed","","artembilan","2013-10-17T18:11:52Z","2014-07-16T01:49:00Z"
"","501","Update DefaultKeyGenerator.java","problem: If I have a method with a single parameter and this equal a 53L.  Consequently, I can recuper this object in passing a null.","closed","","sakli1","2014-03-28T09:06:05Z","2014-03-28T18:35:39Z"
"","506","Fix return zero size String array with empty String array in delimiitedListToStringArray of StringUtils","Prior to this commit, zero size String array returns if StringUtils.delimitedListToStringArray is called with parameter empty String ("""")  I think, after call StringUtils.delimitedListToStringArray("""", "","", null);  it should return one size String array -> [""""]  but it returns zero size String array.  StringUtils.delimitedListToStringArray(null, "","", null) & StringUtils.delimitedListToStringArray("""", "","", null)  should returns differently. However there are same results.  There's no logic for empty String(""""), but just is for null parameter.  I added if statement for """" parameter. The result will be one size String array.  And also in SPR-11126, the issue will be solved.  Issue: SPR-11126","closed","","youngjee","2014-04-01T08:31:43Z","2014-06-14T13:09:02Z"
"","507","Fix return zero size array with empty String parameter in StringUtils.delimiitedListToStringArray","Prior to this commit, zero size String array returns if StringUtils.delimitedListToStringArray is called with parameter empty String ("""")  I think, after call StringUtils.delimitedListToStringArray("""", "","", null);  it should return one size String array -> [""""]  but it returns zero size String array.  StringUtils.delimitedListToStringArray(null, "","", null) & StringUtils.delimitedListToStringArray("""", "","", null)  should returns differently. However there are same results.  There's no logic for empty String(""""), but just is for null parameter.  I added if statement for """" parameter. The result will be one size String array.  And also in SPR-11126, the issue will be fine.  Issue: SPR-11126","closed","","youngjee","2014-04-01T09:04:18Z","2022-02-18T19:11:01Z"
"","381","Allow greater flexibility for template method createDataBinderFactory","Prior to this commit, the template method createDataBinderFactory would only allow ServletRequestDataBinderFactory as a return type.  This commit updates the method signature and allows InitBinderDataBinderFactory, a superclass of the previous one. Then other implementations can override this method and return other InitBinderDataBinderFactory types.  Issue: SPR-10920","closed","","bclozel","2013-10-09T12:48:50Z","2014-08-10T01:04:49Z"
"","421","Support meta-annotation attr overrides in the TCF","Prior to this commit, the Spring TestContext Framework (TCF) supported the use of test-related annotations as meta-annotations for composing custom test stereotype annotations; however, attributes in custom stereotypes could not be used to override meta-annotation attributes.  This commit addresses this by allowing attributes from the following annotations (when used as meta-annotations) to be overridden in custom stereotypes. - @ContextConfiguration - @ActiveProfiles - @DirtiesContext - @TransactionConfiguration - @Timed - @TestExecutionListeners  This support depends on functionality provided by AnnotatedElementUtils. See the 'Notes' below for further details and ramifications.  Notes: - AnnotatedElementUtils does not support overrides for the 'value'   attribute of an annotation. It is therefore not possible or not   feasible to support meta-annotation attribute overrides for some   test-related annotations. - @ContextHierarchy, @WebAppConfiguration, @Rollback, @Repeat, and   @ProfileValueSourceConfiguration define single 'value' attributes   which cannot be overridden via Spring's meta-annotation attribute   support. - Although @IfProfileValue has 'values' and 'name' attributes, the   typical usage scenario involves the 'value' attribute which is not   supported for meta-annotation attribute overrides. Furthermore,   'name' and 'values' are so generic that it is deemed unfeasible to   provide meta-annotation attribute override support for these. - @BeforeTransaction and @AfterTransaction do not define any attributes   that can be overridden. - Support for meta-annotation attribute overrides for @Transactional is   provided indirectly via SpringTransactionAnnotationParser.  Implementation Details: - MetaAnnotationUtils.AnnotationDescriptor now provides access to the   AnnotationAttributes for the described annotation. - MetaAnnotationUtils.AnnotationDescriptor now provides access to the   root declaring class as well as the declaring class. - ContextLoaderUtils now retrieves AnnotationAttributes from   AnnotationDescriptor to look up annotation attributes for   @ContextConfiguration and @ActiveProfiles. - ContextConfigurationAttributes now provides a constructor to have its   attributes sourced from an instance of AnnotationAttributes. - ContextLoaderUtils.resolveContextHierarchyAttributes() now throws an   IllegalStateException if no class in the class hierarchy declares   @ContextHierarchy. - TransactionalTestExecutionListener now uses AnnotatedElementUtils to   look up annotation attributes for @TransactionConfiguration. - Implemented missing unit tests for @Rollback resolution in   TransactionalTestExecutionListener. - SpringJUnit4ClassRunner now uses AnnotatedElementUtils to look up   annotation attributes for @Timed. - TestContextManager now retrieves AnnotationAttributes from   AnnotationDescriptor to look up annotation attributes for   @TestExecutionListeners. - DirtiesContextTestExecutionListener now uses AnnotatedElementUtils to   look up annotation attributes for @DirtiesContext.  Issue: SPR-11038","closed","","sbrannen","2013-11-26T20:39:04Z","2013-11-26T21:11:10Z"
"","359","Optionally throw a NoHandlerFoundException from DispatcherServlet","Prior to this commit, the DispatcherServlet would send an error response using the HttpServlet API when no Handler was found to handle this request.  Now the DispatcherServlet can be configured to throw a NoHandlerFoundException, when the throwExceptionIfNoHandlerFound property is set to ""true"". Those exceptions can be later on caught by default or custom HandlerExceptionResolvers/ExceptionHandlers.  Issue: SPR-10481","closed","","bclozel","2013-09-23T13:18:10Z","2014-07-20T17:07:04Z"
"","448","Harmonize log configuration","Prior to this commit, the codebase was using a mix of `log4j.xml` and `log4j.properties` for test-related logging configuration. This can be an issue as log4j takes the xml variant first when looking for a default bootstrap configuration.  In practice, some modules declaring the properties variant were taking the xml variant configuration from another module.  The general structure of the configuration has also been harmonized to provide a standard console output as well as an easy way to enable trace logs for the current module.","closed","","snicoll","2014-01-21T10:23:11Z","2014-06-27T20:59:29Z"
"","358","Add IPv6 support in RestTemplate","Prior to this commit, RestTemplate would not would not accept IPv6 raw addresses in URLs because UriComponentsBuilder would not parse/encode the Host part correctly.  The UriComponentsBuilder now parses and encode raw IPv6 addresses in the ""[1abc:2abc:3abc::5ABC:6abc]"" format and also supports the use of IPv6 scope_ids (see JDK8 java.net.Inet6Address), like ""[1abc:2abc:3abc::5ABC:6abc%eth0]"".  Issue: SPR-10539","closed","","bclozel","2013-09-20T12:48:54Z","2014-06-25T10:53:19Z"
"","371","Add Jackson's Modules registration in Jackson2OMFactoryBean","Prior to this commit, one couldn't configure Jackson's ObjectMapper with (De)SerializerModifiers or advanced configuration features using XML configuration.  This commit updates the FactoryBean and adds a setModule method that will register Modules with the ObjectMapper.  Note that this commit is only about XML configuration, since this feature was already available with JavaConfig.  Issue: SPR-10429","closed","","bclozel","2013-10-02T13:45:48Z","2014-08-15T17:23:40Z"
"","374","Support AntPathMatch URLs in URL ResultMatchers","Prior to this commit, one could only match exact URLs in redirectedUrl and forwardedUrl ResultMatchers. When creating a resource with a REST service, URLs often contain the id the new resource, like ""/resource/12"".  This commit updates those ResultMatchers to support both exact matches and AntPath matches, using new methods. The former URL then can be tested against ""/resource/*"" in MVC tests.  Issue: SPR-10789","closed","","bclozel","2013-10-04T12:34:40Z","2013-10-08T20:02:25Z"
"","376","Add doesNotExist match to HeaderResultMatchers","Prior to this commit, one could not test for the absence of a specific HTTP header in a response. Using header(""X-Custom-Header"", Matchers.nullValue()) would not work because it tests for an empty value of an existing header.  This commit adds a doesNotExist method on the HeaderResultMatcher.  Issue: SPR-10771","closed","","bclozel","2013-10-04T15:22:14Z","2014-07-09T16:33:37Z"
