"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","814","Add missing super.httpMethods(); in OkHttpClientHttpRequestFactoryTes…","…ts.httpMethods()","closed","","izeye","2015-06-07T09:53:59Z","2015-06-15T16:18:13Z"
"","17674","Custom async HandlerMethodReturnValueHandler should work with @ResponseBody  [SPR-13083]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-13083](https://jira.spring.io/browse/SPR-13083?redirect=false)** and commented  Currently custom return value handlers are registered after built-in ones. This works fine except when creating a custom return value handler to support a DeferredResult-like return type, for example the RxJava `rx.Observable`, in which case the custom return value handler should be called first and then when the async value is computed the `@ResponseBody` return value handling should take place.    ---  **Affects:** 4.1.6  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/210e10c6576ac87906d1a1f8ae037df72dfd2a9c  0 votes, 5 watchers","closed","type: enhancement,","spring-projects-issues","2015-05-29T10:28:53Z","2015-06-30T15:26:26Z"
"","17483","DefaultCorsProcessor relies on Servlet 3 specific methods [SPR-12885]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12885](https://jira.spring.io/browse/SPR-12885?redirect=false)** and commented  The getHeader methods in the HttpServletResponse are 3.0 specific and may not be present. We've added some checks before in ServletServerHttpResponse for similar reasons (checking if the response has CORS headers already) and the check is only successful in Servlet 3+ environments.  Rather than re-implementing this or extracting it, I think it would make sense for DefaultCorsProcessor to create an instance of ServletServerHttpResponse and use it throughout instead of using the HttpServletRequest/Response directly.  There are added benefits to doing this. It will simplify access to header values via HttpHeaders and it also gives a reason to encapsulate CORS related header manipulation in HttpHeaders.  ---  This issue is a sub-task of #13916  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/83f269b512fb75508d8a53f1696a370134be0219, https://github.com/spring-projects/spring-framework/commit/e3060981551013c57486b72cfd6637d9b8a90292","closed","type: task,","spring-projects-issues","2015-04-03T08:08:31Z","2019-01-11T21:36:10Z"
"","17459","HttpEntity controller method arguments should allow null body [SPR-12861]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12861](https://jira.spring.io/browse/SPR-12861?redirect=false)** and commented  An HttpEntity controller method argument should be able to handle the case when the request body is empty by setting the body to null. Instead depending on the HttpMessageConverter used, currently it may result in an HttpMessageNotReadableException that is translated to 400 by default.  ---  **Affects:** 4.1.6  **Issue Links:** - #16447 Contract of `@RequestBody`(required=true) not obeyed - #17376 Re-allow handling empty request body","closed","type: bug,","spring-projects-issues","2015-03-29T07:49:44Z","2019-01-13T05:41:34Z"
"","17458","Contract of @RequestPart(required=false) not obeyed [SPR-12860]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12860](https://jira.spring.io/browse/SPR-12860?redirect=false)** and commented  Currently `@RequestPart`(required=false) works as expected only if the part is missing altogether. It should also work if the part is present but the content is empty. Instead currently, depending on the specific HttpMessageConverter used, it may result in an HttpMessageNotReadableException instead of null.  ---  **Affects:** 4.1.6  **Issue Links:** - #16447 Contract of `@RequestBody`(required=true) not obeyed - #17376 Re-allow handling empty request body","closed","type: bug,","spring-projects-issues","2015-03-29T07:43:46Z","2019-01-13T05:41:35Z"
"","17411","[doc] Update reference for STOMP client [SPR-12814]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12814](https://jira.spring.io/browse/SPR-12814?redirect=false)** and commented  ---  This issue is a sub-task of #16212  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/867971de899f038ddd3601fb35e906e05b8d04d1","closed","type: documentation,","spring-projects-issues","2015-03-12T20:03:40Z","2019-01-11T22:00:02Z"
"","17335","AnnotatedElementUtils fails to find annotations on abstract, bridge, or interface methods [SPR-12738]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12738](https://jira.spring.io/browse/SPR-12738?redirect=false)** and commented  #### Overview  This was encountered while adding support for `@RequestMapping` as meta annotation. Following a change from `AnnotationUtils.findAnnotation` to `AnnotatedElementUtils.getAnnotationAttributes`, there are failing integration tests with controller hierarchies.  ---  #### Analysis / Known Issues  1. `AnnotatedElementUtils` does not currently support interfaces or bridge methods in its search algorithms.  ---  #### Deliverables  1. [x] Support abstract methods in `AnnotatedElementUtils`. 2. [x] Support interface methods in `AnnotatedElementUtils`. 3. [x] Support bridge methods in `AnnotatedElementUtils`. 4. [ ] Support _bridged_ methods in `AnnotatedElementUtils`. 5. [x] Search for TODOs in `AnnotatedElementUtilsTests` and re-instate `@Ignore`'d tests. 6. [x] Search for TODOs in `TransactionalEventListenerTests` and re-instate `@Ignore`'d tests.  ---  **Affects:** 4.1.5  **Issue Links:** - #16901 Custom `@RequestMapping` annotations (_**""is depended on by""**_) - #17300 AnnotatedElementUtils does not find annotations on methods in dynamic proxies - #15734 Support composed annotations declared on interfaces - #16221 Favor more locally declared composed annotations over inherited annotations - #17537 AnnotatedElementUtils fails to find type-level annotations on interfaces - #16331 Consider not overriding meta-annotation attributes if empty  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/7f0f04dfe38ead84e502f0d34897d1c415565cdd, https://github.com/spring-projects/spring-framework/commit/91e46cf2ad55fc8ec3bda087d5fe9c02aa1ec45b, https://github.com/spring-projects/spring-framework/commit/bccd59e6c8845c6521d3b325bea89bcbcbe4d833, https://github.com/spring-projects/spring-framework/commit/8ece1b145cf8e462a343c6088b4a75af67ea1b89, https://github.com/spring-projects/spring-framework/commit/ad6bea1cda366bd24ce641ed2207529dfca8b382, https://github.com/spring-projects/spring-framework/commit/e0d2dbd21da68e1e5bb6279934b8a2a7461aec51, https://github.com/spring-projects/spring-framework/commit/b94c6fdf7ae1305516166db710070acf4f967f21","closed","in: core,","spring-projects-issues","2015-02-20T10:12:16Z","2019-01-13T05:42:16Z"
"","17271","Add documentation for Server-Sent Events support [SPR-12672]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12672](https://jira.spring.io/browse/SPR-12672?redirect=false)** and commented  ---  **Affects:** 4.2 RC1  This issue is a sub-task of #16826  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/209e8de18855087329bf3a5a61fd31572559e7a2  1 votes, 3 watchers","closed","type: task,","spring-projects-issues","2015-01-29T14:58:55Z","2019-01-11T19:00:14Z"
"","17258","Use UUID.randomUUID() for session id's in SockJsClient [SPR-12658]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12658](https://jira.spring.io/browse/SPR-12658?redirect=false)** and commented  ---  **Affects:** 4.1.4  **Issue Links:** - #21761 Spring WebSocket Stomp tomcat cluster with user destinations sends message to wrong subscriber.","closed","type: enhancement,","spring-projects-issues","2015-01-22T18:21:50Z","2019-01-11T19:00:50Z"
"","17248","ResourceUrlProvider does not keep resource handlers ordered [SPR-12647]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12647](https://jira.spring.io/browse/SPR-12647?redirect=false)** and commented  When ResourceUrlProvider detects resource handlers, it sorts them with the OrderComparator but then internally uses a HashMap for the ""handlerMap"" field which stores the discovered handlers.  ---  **Affects:** 4.1.4  **Issue Links:** - #17193 ResourceUrlProvider should initialize only once","closed","type: bug,","spring-projects-issues","2015-01-20T13:17:17Z","2019-01-11T19:02:14Z"
"","17200","Upgrade to Reactor 2 [SPR-12599]","**[Rossen Stoyanchev](https://jira.spring.io/secure/ViewProfile.jspa?name=rstoya05-aop)** opened **[SPR-12599](https://jira.spring.io/browse/SPR-12599?redirect=false)** and commented  ---  **Affects:** 4.1.4  **Issue Links:** - #17387 Spring Messaging not compatible with Reactor 2.0 (_**""is duplicated by""**_)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/60b19c784d7c8431ac0545a18607fe18fff4bfda, https://github.com/spring-projects/spring-framework/commit/74c025052541e70d61d3569a59f80d612fb08272  1 votes, 4 watchers","closed","type: task,","spring-projects-issues","2015-01-05T11:30:40Z","2019-01-11T18:38:46Z"
"","17621","Allow developers to specify the separates that the configLocation is split by [SPR-13028]","**[Rod Widdowson](https://jira.spring.io/secure/ViewProfile.jspa?name=rdw@steadingsoftware.com)** opened **[SPR-13028](https://jira.spring.io/browse/SPR-13028?redirect=false)** and commented  We (the Shibboleth Project) recently had an issue in which a user could not deploy our application into Tomcat while specifying a path with a space in it (it worked on Jetty because we hide the path in a property and jetty does not do property replacement as Tomcat does).  We fixed this by overriding  ``` org.springframework.context.support.AbstractRefreshableConfigApplicationContext#setConfigLocation ```  in our App Context  But we think it would be generally useful to others with a Windows userbase.  I attach a proposed fix - redirecting through a protected method which can be overridden,   ---  **Affects:** 4.1.5  **Attachments:** - [0001-Allow-the-developer-to-specify-the-config-location-s.patch](https://jira.spring.io/secure/attachment/22795/0001-Allow-the-developer-to-specify-the-config-location-s.patch) (_1.86 kB_)","closed","status: bulk-closed,","spring-projects-issues","2015-05-14T07:20:09Z","2019-01-12T00:16:27Z"
"","17244","Add the ability to turn off automatic derivation of Aliases for custom parsers. [SPR-12643]","**[Rod Widdowson](https://jira.spring.io/secure/ViewProfile.jspa?name=rdw@steadingsoftware.com)** opened **[SPR-12643](https://jira.spring.io/browse/SPR-12643?redirect=false)** and commented  We (The Shibboleth team), just rolled out a new version based on Spring 4.1.3 and a customer has tripped over an unfortunate side effect of the use of the attribute name=”whatever” as an alias for the bean.  We make extensive use of custom schema parsing and in one such schema we have a specific use for an attribute “name”.  It is in the nature of this attribute that the value (which is not used as a bean, but as an on-the-wire string) will have the same value as a different spring bean id.  The net result is that after our custom parser has done its stuff, AbstractBeanDefinitionParser#parse comes along an unconditionally pulls the content of the attribute called “name” and makes an alias.  This alias then tramples on the different bean definition with that id.  Things then rapidly deteriorate at this stage.  We have “fixed” this by overriding the method “registerBeanDefinition” in our parser:  ``` /** {@inheritDoc}     * We do not want Spring to add aliases derived from {@literal #NAME_ATTRIBUTE_NAME} so strip them out   * from the registry. */ @Override protected void registerBeanDefinition(BeanDefinitionHolder definition, BeanDefinitionRegistry registry) {     // Register bean definition under primary name. Do *not* register the aliases.     String beanName = definition.getBeanName();     registry.registerBeanDefinition(beanName, definition.getBeanDefinition());  } ```  But this is ugly and makes more use of internal knowledge than we’d like. Our suggestion is that you introduce another protected boolean method like “shouldGenerateId()” called (shall we say) ”shouldParseAliasesFromName()” with a default value of true.  You then consult this prior to creating the alias.  I can provide example code if you want, or even a proposed patch.  Or you might like to see our workaround in situ at  http://svn.shibboleth.net/view/java-identity-provider/trunk/idp-attribute-resolver-spring/src/main/java/net/shibboleth/idp/attribute/resolver/spring/enc/BaseAttributeEncoderParser.java?revision=7253&view=markup  Thanks  Rod   ---  **Affects:** 4.1.3  1 votes, 4 watchers","closed","type: enhancement,","spring-projects-issues","2015-01-19T09:13:10Z","2015-02-20T04:13:17Z"
